icao24,r,t
880048,HS-NMB,B430
40201D,G-HELN,PA18
49524C,CS-TRL,A320
43C705,ZE708,B462
44A839,OO-JAY,B738
4406A0,OE-FXE,C25A
A009DA,N101QS,GL5T
A6DF90,N542CD,SR22
3C6753,D-AIZS,A320
AE4F14,10-0220,C17
4CA9AF,EI-XLZ,B744
896171,A6-EFK,B77L
491D82,CS-GLB,GLEX
46A8B4,SX-JET,FA7X
485020,PH-GUA,B738
485009,PH-HSI,B738
4B1699,HB-ION,A321
4033F3,G-OPWS,M20T
3C49AF,D-ABMO,B738
491264,CS-DSD,FA7X
4CAAC5,EI-RUI,B738
401E1F,G-BHDE,TOBA
4BA914,TC-JHT,B738
3CEBF0,D-CQQQ,C56X
3443D3,EC-LVO,A320
A81818,N620V,F2TH
C05AAC,C-GIIT,CL60
02A195,TS-IMV,A320
43C72D,ZJ248,AS50
403CEE,G-BXBU,CP10
4AC8B9,SE-REY,B737
502C8F,YL-LCL,A320
402B1D,G-JRCR,B06
4845DD,PH-VDS,M20T
A31C31,N3SA,GLF4
4065B2,G-SEHK,C182
344344,EC-LUX,A333
47BDFB,LN-RGF,B738
A3FCE7,N356UP,B763
44A835,OO-JAU,B738
406965,G-VBCD,BE9L
34440F,EC-LVA,A320
02A1A7,TS-INH,A320
40695B,G-ZBAG,A321
40691A,G-DCOI,A139
406622,G-LISS,CDUS
A77DA1,N582D,GLF5
3C5A12,D-AFPR,FA7X
40695A,G-ZBAF,A321
4D208E,9H-GYB,H25B
43C53A,ZF537,LYNX
60183D,EZ-A015,B738
4AC96C,SE-RKL,GLF5
AE025C,58-0034,K35R
3E32CC,D-IKKY,MU2
45AA94,OY-JTT,B737
A0A97B,N1415N,GLEX
A9AB07,N722AN,B77W
AC0CAC,N876AM,C510
4068B6,G-ZBAD,A321
4068EE,G-OWAY,CL60
E48D2B,PP-OSM,FA7X
4B18D0,HB-JKI,GLF5
43E97D,M-YORK,FA7X
43E975,M-ALEN,E135
4242A8,VP-BID,A320
44A836,OO-JAV,B738
A5FB67,N485CJ,C25C
896185,A6-EEF,A388
0D056C,XA-ALC,GLF5
A23C6C,N243PC,HA4T
A97AE9,N71NJ,CL60
43E95F,M-YTAF,BE36
43E9A6,M-ARDI,GLF5
89636D,A6-VAS,E135
43E984,M-FRED,P180
A7DDDC,N606DH,B721
780979,B-8259,GLF5
45AC30,OY-KAP,A320
40690A,G-EZWI,A320
4D0111,LX-VCH,B748
404DB5,G-CSKW,RV7
AE05E3,88-4401,C130
43C634,ZH543,S61
40659C,G-JTJT,R44
70C08C,557,GLF4
4068CB,G-GDFM,B733
896186,A6-EEG,A388
451E98,LZ-WOW,A320
4B1851,HB-JFL,E135
344215,EC-LPM,B712
344446,EC-LUT,B738
A4ABAF,N40QJ,GLF4
4CC270,TF-ISF,B752
7809B9,B-5921,A332
C04768,C-GBBB,CL60
710059,HZ-AK17,B77W
406826,G-OPRM,CL60
4BA915,TC-JHU,B738
A8B1F7,N66AY,R66
404DCB,G-OJAG,C172
A0AB8D,N142QS,BE40
A5706F,N45GX,GLEX
A7000E,N550GN,GLF4
A0FD59,N163FJ,FA7X
39E48D,F-HZEN,A333
4D2091,9H-FOM,E50P
A3D474,N346JV,P46T
400C31,G-DIPM,P46T
3D556C,D-FEPG,PC12
A1777B,N194ER,C510
AE065D,60-0320,K35R
4068D8,G-LUKA,BE58
A292A0,N265LX,F900
C0193A,C-FJOJ,GALX
748029,OD-MED,A332
43E9A7,M-SAWO,GLF5
A7B02E,N595CB,CL30
4CAAA8,EI-IMW,A319
A1175A,N17FJ,GLF5
3D0678,D-EARW,PA46
8007C1,VT-JFH,B738
489C03,SP-HAD,A320
7809AA,B-2038,B77W
4406A3,OE-IEO,GLEX
ACE65A,N930HB,B737
A4AEC0,N400XT,BE40
A59E55,N461LJ,LJ45
0D045A,XA-APE,F900
48440E,PH-UNN,EC20
A0CAC9,N150GD,G150
4C49E2,YU-SPC,C56X
4619E6,OH-JVA,GLF4
3CC38D,D-CBIZ,C650
4068B7,G-ZBAE,A321
405948,G-EDDS,CRUZ
4064D7,G-UMKA,FA7X
484FAD,PH-AON,A332
3443D5,EC-LVU,A320
A7DB0C,N605NP,CL60
40647B,G-CGRL,R44
3E47C9,D-ISJP,C25A
402A9C,G-BOHH,C172
896370,A6-ACE,GL5T
7809A9,B-2037,B77W
08002A,5H-PMS,B733
3CD325,D-CHGN,H25B
495239,CS-TQY,A343
390471,F-GBDR,BE33
468A4D,SX-BRM,F50
A6BD32,N533SR,GLF4
7808CC,B-2035,B77W
503C72,LY-SPA,A320
4B9905,TC-FHE,A320
484FDE,PH-BCD,B738
4406B1,OE-GJL,H25B
A6F9EE,N549FX,CL30
780970,B-2036,B773
4CAA48,EI-EXA,B712
45CA65,OY-RSE,PC12
43E994,M-LJGI,FA7X
A1B7AB,N21FE,CL30
406828,G-CHJI,E170
406829,G-CHJU,E170
C076A5,C-GSYE,CL2T
ACC9E6,N923GA,G280
40696E,G-VCAN,CL30
33FFD9,MM62200,P180
A202AF,N229CN,C25B
40072B,G-GDFN,B733
A003EA,N10RZ,G150
A2E45C,N286AY,A332
3C6106,D-AHHF,A320
AB1FDB,N816CC,GALX
A8F0DB,N6751W,BE58
A568B9,N448E,CL60
402337,G-BAEE,DR10
040076,ET-AQM,B738
406991,G-TRDS,G2CA
39A90B,F-HKIL,C510
4406AB,OE-IEN,F2TH
A3F579,N354UP,B763
344409,EC-LVS,A320
3C5EF8,D-AGWX,A319
3EC585,D-KPTL,G109
3FEC48,D-MYSA,EV97
3D2B08,D-EONW,C182
AAF874,N806DB,F2TH
43E9AD,M-ASIK,G280
AE06DF,163557,BE20
A51E9F,N429SA,F2TH
AE0823,57-1438,K35R
4BAA69,TC-JSI,A321
34440B,EC-LVV,A320
A59C0A,N4600Y,
780A38,B-KQF,B77W
4CAB05,EI-EPU,A319
60183C,EZ-A016,B738
A08E98,N135JM,P46T
A05EED,N123AX,P32R
344410,EC-LVB,A320
43E998,M-BRRB,GL5T
3C6754,D-AIZT,A320
4B7F4C,T-785,F900
4D2094,9H-WFC,E135
AAE41A,N800YY,CL60
AE04E2,59-1446,K35R
47BDCD,LN-RGG,B738
43C1E4,ZJ705,B412
45B890,OY-NDP,C25A
485000,PH-BVK,B77W
ABA7F1,N850GC,TBM8
43C21C,ZA772,GAZL
4843E5,PH-LAW,C310
484BCF,PH-SVX,PAY2
4BAA68,TC-JSH,A321
AB2F35,N82HD,F900
3964E6,F-GZHG,B738
403560,G-COLA,BE33
4067F5,G-TUIA,B788
4B1F21,HB-LUN,P68
502C8E,YL-LCK,A320
341686,EC-INS,LJ55
4AC955,SE-RJU,B737
4CAB04,EI-FCC,A320
C05026,C-GEJD,LJ45
4B10F7,HB-GLB,BE20
4CC271,TF-ISK,B752
4B19A3,HB-JSL,FA7X
40690B,G-EZWJ,A320
A8CB6B,N666KG,SR22
AE0403,84-0158,BE20
495170,CS-TKP,A320
406225,G-HCFC,A109
C077F3,C-GTLA,F900
AB418A,N824US,DA40
3D2BDC,D-EOWA,C172
8007D7,VT-JEN,B77W
89630C,A6-ENJ,B77W
40218E,G-DAAH,P28T
00A6FE,ZS-OTH,B734
A0D5C1,N153EJ,PA31
43E9AF,M-EDIA,FA7X
34440A,EC-LVT,A320
344449,EC-LVD,A320
406900,G-GDFV,B738
405F16,G-OHJE,PNR3
4D2093,9H-JPC,E135
AA4089,N76PW,F900
AE4F13,10-0219,C17
4B8E07,TC-CPG,B738
A2E813,N287AY,A332
344441,EC-LVC,A320
402645,G-BMGR,G109
A8D665,N669HP,F2TH
4051E2,G-CGXL,DR40
A979A9,N70990,C182
406496,G-MUDD,H500
4069D8,G-KAAZ,EC30
7611E4,AP-DOD,CL60
A979F0,N71CK,LJ35
710221,HZ-HHT,GLF3
424092,VP-BMK,BE30
E484EC,PR-RTJ,C680
4067F6,G-TUIB,B788
3C0C09,D-ATOM,GLEX
3C5424,D-AEAD,A306
AAE5A5,N801AS,GLF5
AC3625,N886WT,GLF6
AE0428,62-3511,K35R
43E9AB,M-ABGG,CL60
43E98C,M-CDFY,BE20
A6E51A,N543WW,GALX
896187,A6-EEH,A388
4CA819,EI-EKR,B738
4BCC4C,TC-SBL,H25B
4A9288,SE-DTH,B736
A141B0,N180LK,P28A
A2A2DF,N26902,B788
463185,OH-STP,CL30
4BB561,TC-MKA,C550
44068A,OE-EGO,PC12
4D029F,LX-AVT,CL30
A2A2E3,N26906,B788
ACD1D5,N925ME,B712
A00835,N1008S,B788
461E21,OH-LKR,E190
4D2088,9H-GTY,B350
A25784,N250AF,GLF4
4B0893,HB-DGL,M20P
4631CC,OH-SWI,C25A
43C5F7,ZH900,H47
4B184A,HB-JFE,GLEX
479573,LN-NID,B738
A9AEBE,N723AN,B77W
A2CA5D,N27901,B788
896343,A6-ETO,B77W
ABBA93,N855GT,B748
06A198,A7-TAT,GL5T
440643,OE-GVB,C25B
3C5D50,D-AGJP,GLEX
896389,A6-TSF,CL60
40688A,G-EUYO,A320
AE1BF0,07-4637,C30J
4BBC5A,TC-OBZ,A321
A7EED0,N610AT,TEX2
401D3D,G-BFSY,P28A
8007C2,VT-JFJ,B738
406656,G-DMON,XA42
4D029E,LX-OLA,E135
40147A,G-AMUF,DHC1
3E1804,D-IAHG,C525
451CC2,LZ-ABR,AN26
3C6755,D-AIZU,A320
507C48,UK67005,B763
AC7127,N900WG,F900
A7E9F6,N609PC,C182
A59601,N45905,B788
405D50,G-HOCA,R44
4406CA,OE-LOV,A319
A40A3F,N36DA,GLF3
A0000D,N1AL,GLF6
45C868,OY-RCH,A319
4047D4,G-ELDR,PA32
C032A2,C-FTEN,C750
06A0A8,A7-BCD,B788
4B424E,HB-ZCW,MD90
758269,RP-C9121,F900
C07A6E,C-GUJL,DH8D
4404CC,OE-LGL,DH8D
14FC09,RA-64521,T204
3CDBBA,D-CKNA,C25C
A3CA1E,N343TB,TRIN
3DB4D7,D-GOST,PA34
71C275,HL8275,B77W
706007,9K-ALA,A310
7808CB,B-2033,B77W
4CAAE6,EI-FBL,B712
44F024,FB-14,F16
39104B,F-GECL,M20P
A8E78D,N673HA,GLF6
C07646,C-GSUN,CL30
A4009E,N357UP,B763
49524D,CS-TRM,A320
7284F2,YI-AGR,A321
43E9B3,M-FLYI,C25C
4067F7,G-TUIC,B788
A2EF44,N28888,E190
3845BA,F-WWZK,FA7X
8003D6,VT-INJ,A320
3C4B29,D-ABYI,B748
800733,VT-ANM,B788
AB0768,N81EA,C680
8007AE,VT-SNG,GLEX
A88D6C,N650HC,GLF6
4064B2,G-OFTC,A109
4AC93A,SE-RIZ,C56X
402935,G-BNMO,C82R
020106,CN-CTA,CL30
4406BA,OE-IBV,A320
49D266,OK-TVX,B738
4D2076,9H-SRT,GLEX
43E97F,M-CTLX,C25A
400D04,G-JKMI,DA42
43C522,XZ674,LYNX
43E9AA,M-ARRH,CL30
A00193,N1SA,F900
A1B5E7,N20904,B788
A70096,N550MZ,GLF5
3D1004,D-EEHW,P210
E48E66,PR-FTR,CL60
342603,EC-JQK,C172
3443D4,EC-LVP,A320
400B52,G-BBIF,PA27
A26F00,N256NM,B350
3C6756,D-AIZV,A320
A2BABB,N275TC,BE36
AE0332,74-2131,C130
A83C39,N63JP,F900
4241D7,VP-CLI,GLF4
4690EA,SX-DGJ,A320
A724CE,N56CL,FA20
404708,G-TRNG,A109
A6FFC6,N550DR,GLF5
A991B4,N7155N,C182
43C17E,ZD848,TOR
484358,P4-MLC,GLEX
40613C,G-WEFR,PNR2
A2E696,N286ZT,FA50
896188,A6-EEI,A388
43C71A,ZJ271,AS50
4CAA22,EI-EWI,B712
AE04C1,58-0125,K35R
AA2FA4,N7555A,A660
C81401,ZK-NGE,B733
43C726,ZJ256,AS50
4062F3,G-CGMP,CRUZ
8007D9,VT-JEQ,B77W
406939,G-PCNG,PC12
A361F0,N317ML,C56X
4A3E8E,YR-OTN,MD82
4D022D,LX-LXL,FA50
406806,G-NYKS,C182
A549DA,N44SF,CL60
38553B,F-WHLV,F900
43C617,ZK001,EH10
43E9B9,M-GLFV,GLF5
40688F,G-ZBJB,B788
AC3BD6,N888CY,JS32
3C5113,D-ADHS,DH8D
3C5112,D-ADHR,DH8D
E48DBB,PR-WQY,GLF5
400DFF,G-CDVE,A109
3C0FE6,D-AVAN,E135
43C60E,ZK306,EUFI
A17121,N192RS,FA50
A95FB3,N703A,H25B
AAE4C3,N8004B,LA4
AC1CA7,N88MZ,LJ60
4069C1,G-ZBAH,A320
503D20,LY-BGC,B733
884852,HS-RBR,F2TH
AD0B5A,N94FP,C25C
A25F21,N252CC,M20T
ADD3A0,N990LC,LJ35
A7DB7B,N605T,CL60
4062B6,G-XCRJ,RV9
C01472,C-FHTH,TBM8
402886,G-OPAG,PA34
4052B9,G-SCRZ,CRUZ
400DC5,G-IINI,RV9
A7F6B0,N612FG,GLEX
406812,G-OMCH,P28A
40123C,G-RESC,BK17
40688E,G-ZBJA,B788
4000F6,VP-BCX,F900
ACF0D5,N933AG,A321
406982,G-CHUI,C56X
43E9B5,M-FRZN,CL60
39A04C,F-HICM,C510
45AA59,OY-JRY,
ABC2FB,N857ST,GLF4
4016D8,G-ZZIJ,P28A
A8BC92,N662KK,PA18
AE0805,99-0059,C17
8840AB,HS-PEK,H25B
4AAF10,SE-KXP,ATP
AD0805,N939KM,GLF3
A9DB99,N734TJ,GLF3
505E8E,OM-ATN,C550
896353,A6-ETP,B77W
3E1B65,D-IBON,C340
3D2561,D-EMKF,ULAC
A8B266,N66FJ,F900
E47E60,PR-GPA,F900
43C26E,ZJ217,H64
30015C,I-ALKA,C550
A9A82D,N721KJ,GLF4
406984,G-TTJF,F2TH
503C74,LY-SPC,A320
C01759,C-FIVW,B77W
5082EA,UR-EMC,E190
5082E9,UR-EMD,E190
5082E8,UR-EME,E190
4CAAF8,EI-LNA,B788
0D06EB,XA-JCG,CL60
34444E,EC-LVL,A332
44CCD5,OO-SFU,A332
8007D8,VT-JEP,B77W
06A0DE,A7-BFE,B77L
34440C,EC-LVX,A320
440688,OE-LEY,A320
4D02C6,LX-EPI,BE20
403DFD,G-BXHY,EUPA
AA836A,N777DY,C680
A1E124,N220BK,P32R
3E3A06,D-INEC,BE60
40693B,G-ECAI,C56X
E400B8,PR-ORE,E135
40690C,G-EZWK,A320
8007C3,VT-JFK,B738
402E06,G-BPTL,C172
A1AFD2,N208AY,C208
4BAA6B,TC-JSK,A321
401CCE,G-BFBE,R200
4041C7,G-BYMJ,C152
C000ED,C-FAJC,CL30
A40455,N358UP,B763
4034E2,G-DRZF,DR30
5082C1,UR-ALD,E55P
400F18,G-RASA,DA42
4D02C7,LX-WAE,ATP
43C396,TE311,SPIT
E48E74,PT-MSY,B763
896302,A6-CJE,A319
4049C6,G-FJTH,AP22
4242BB,VP-BOP,B737
C00319,C-FBEM,CL60
A9D3BF,N732PA,CL60
A3763C,N322FA,GLEX
A218ED,N234SA,F900
401CA6,G-BEWX,P28R
4601F4,OH-ATG,AT75
49D2FC,OK-TSC,B738
344345,EC-LXK,A333
AA3FB5,N76FJ,FA7X
43E9BC,M-MDBD,GLEX
4D2089,9H-VJE,GLEX
AB2C6C,N819SS,GLF4
44F104,FA-84,F16
7C7655,VH-XNR,A109
3D1188,D-EEWU,DA40
3C6C32,D-AKAR,GLF5
A57331,N450MB,GLF4
A2DD0C,N284CC,GLF5
AD81F0,N97GP,TRIN
404140,G-BYHH,P28A
AAAAD2,N787D,BE35
3E3531,D-ILIN,BE20
A764E9,N576CD,SR22
404D6D,G-CDJF,FDCT
4D2090,9H-WII,C650
405262,G-DDGJ,BL8
4D209D,9H-SEA,A346
3C5423,D-AEAC,A306
A63B67,N500R,F2TH
A9B275,N724AN,B77W
3D1EAE,D-EJWG,M20T
4049C8,G-RVRP,RV7
48D84E,024,C295
4036AF,G-OMCC,AS50
A7D718,N604LC,CL60
40189A,G-AYEE,P28A
4B1F14,HB-LUA,P68
A22DDB,N24CC,AC90
3D1468,D-EFZC,S208
4BB541,TC-MJA,GL5T
A9E927,N738E,CL30
3E3D01,D-IOHL,C25A
A422CC,N366CD,SR22
3E1EB2,D-ICVA,BE58
43C6D5,ZK322,EUFI
48AE02,SP-LRC,B788
43C32B,ZH841,EH10
3D1329,D-EFMV,DV20
48472F,PH-ISL,C172
0640AF,5N-BKR,B735
344450,EC-LXA,A333
406973,G-PERF,EC20
040075,ET-AQL,B77L
AC6FDC,N900HA,C25A
ADDA43,N992C,
406893,G-TECA,SIRA
4241D8,VP-CZA,GLF6
40690D,G-EZWL,A320
3D3372,D-ERSS,P28A
3D3A7C,D-EUKA,EUPA
3D12CC,D-EFJG,B209
E48E70,PT-MSX,B763
3D0E84,D-EDTC,C172
4066C6,G-PAIG,G109
40688B,G-XLEA,A388
3FA994,83+20,LYNX
402F2A,G-OONY,P28A
4069D9,G-LBSB,B350
A665A0,N511EX,C208
773700,4R-ALC,A332
A68981,N520FX,CL30
AE0487,62-3556,K35R
4406D3,OE-HNG,GALX
400E5F,G-CDJN,GYRO
401D62,G-BGAB,C152
401B1C,G-TALJ,AA5
4CAB12,EI-FCT,E190
406A0A,G-PEPI,E135
780B33,B-5930,A332
06414E,5N-JIC,A332
4BBD2C,TC-OIL,FA7X
3C4B2A,D-ABYJ,B748
38073A,F-WWJY,F2TH
401245,G-ETFF,R44
A996DF,N717JJ,CL30
3C49B1,D-ABMQ,B738
738A44,264,B703
48D84D,023,C295
AB0E19,N811LM,PC12
4CAAD1,EI-RUJ,B738
AAD990,N799BC,B712
ACE48D,N93NS,CL30
47A7A8,LN-NGK,B738
400A3B,G-FILE,PA34
473C0B,40,SB39
467896,CC-3,C295
400F6D,G-CBMP,C82R
468971,SX-BKQ,E145
A0F35E,N160TG,LJ60
43C4F0,XZ192,LYNX
477FFF,407,AN26
43C4D3,ZD980,H47
40623A,G-PBAT,CRUZ
4D2084,9H-IMW,E135
484471,PH-JEG,SR22
E80273,CC-BFP,A320
401652,G-ATJL,PA24
ABA859,N850LG,GLF4
A41944,N363US,M20T
404E36,G-CDMF,RV9
A870A3,N643CS,B734
0A8035,C6-IUN,H25B
3B77F0,117,TBM7
507C49,UK67006,B763
A88E41,N650RR,GLF6
A4675A,N383KK,GLF4
381C7A,F-WWHB,FA7X
ACBD5E,N92RX,C750
A2CA5F,N27903,B788
7C6BDE,VH-VLC,CL60
3E2CA0,D-IICE,BE20
3C6757,D-AIZW,A320
405EEB,G-CFMX,P28A
40118F,G-RILA,FDCT
4021AB,G-EGLE,
A67F64,N518CL,CL60
A53663,N435HC,GLF4
43E997,M-WING,F900
A78B1F,N5852F,C210
4CAAE5,EI-FBK,B712
A1E810,N2217L,C182
A51D2F,N429BH,B429
43C488,ZJ808,EUFI
39344B,F-GNCL,TRIN
700068,YA-TTC,A320
ABC5F6,N858KE,H25B
AC67F2,N899NC,GLF5
4B0F65,HB-FVP,PC12
505CE1,OM-GTA,B734
42407E,VP-BVS,E135
0D05C7,XA-RET,GLF5
AB47ED,N826J,
A56FE9,N45BN,WACF
503DA8,LY-VER,A320
A921BA,N688JC,E135
4240AA,VP-BDP,MD11
403C50,G-BWUT,DHC1
AC3C39,N888GX,GLEX
40699A,G-KLNS,BE58
43C72E,ZJ246,AS50
4069B3,G-OPEM,C550
A74327,N567YX,CL60
4BB464,TC-MCD,A306
A6B200,N530SC,CL60
4CAAEF,EI-FBO,A319
ADDDCB,N993AC,G150
AB0E8B,N811RA,LJ60
4069A3,G-CHWJ,G2CA
3D053C,D-EAFS,TRIN
A6F280,N547FX,CL30
400E7E,G-OJAZ,R44
4048D4,G-CCBH,P28B
C071B6,C-GRBP,FA10
AC1F1B,N880PA,B462
C027FC,C-FPDR,CL60
4242BC,VP-BLH,A320
4BAA6A,TC-JSJ,A321
40219E,G-DUVL,C172
0D070B,XA-WOW,GLF5
45AC32,OY-KAR,A320
49D08F,OK-TVE,B738
344306,EC-LTA,BE20
43C344,ZA297,S61
C0214E,C-FMPX,GL5T
A6D9E0,N540W,GLF5
44ADAE,OO-KMN,R44
A0AF44,N143QS,GLEX
A9553E,N700HA,GLF5
45B833,OY-NAS,SR22
4BAA6D,TC-JSM,A321
AE0656,58-0102,K35R
AE062A,58-0129,K35R
4406C0,OE-GGK,C56X
3D7B49,D-FSYB,PC12
4C01D4,YU-AOU,B733
39B984,F-HOME,F2TH
040045,ET-AOO,B788
402025,G-POPI,TOBA
A55D7D,N445DB,GL5T
4601F5,OH-ATH,AT75
A7C327,N6GD,E135
3C4B04,D-ABXD,A332
A952C3,N70FS,CL30
A1FC97,N227SE,C680
A3071B,N2943D,P28T
AD210A,N945PK,GLF3
50827C,UR-LDB,C680
A22F59,N24TK,LJ24
A1CDA9,N215SD,P46T
4D2099,9H-MTF,B733
4B8E09,TC-CPI,B738
4B8E06,TC-CPF,B738
48AE03,SP-LRD,B788
3C49B0,D-ABMP,B738
344459,EC-LVR,B738
40116C,G-CDOK,C42
402E30,G-BPUL,PA18
3E7E55,D-KANR,SF25
4BA744,TC-IZD,B738
30001A,I-SMEZ,MD82
4BAA6C,TC-JSL,A321
4CA4E2,EI-DRW,
471F5A,HA-LWS,A320
471F59,HA-LWR,A320
39B468,F-HNDI,DR40
405DD0,G-CFKH,CH60
E48E6F,PT-MSW,B763
404A16,G-CCJX,EUPA
43E9B1,M-GSIX,GLF6
780ADA,B-5926,A332
440570,OE-LMK,E170
3D0E49,D-EDQV,DR30
E400A5,FAB2479,C130
40690E,G-EZWM,A320
A99719,N717LS,GL5T
C01FFD,C-FMCY,CRJ2
A41F1D,N365CM,B763
AE0266,57-1469,K35R
4069CA,G-CICG,C42
4B18B0,HB-JJC,B733
4406D9,OE-HBG,F2TH
404003,G-BYMH,C152
3FF09A,D-MFSL,FK9
403026,G-BRPK,P28A
485021,PH-GUB,B738
406897,G-RIDB,B429
49D213,OK-UHE,SR22
484E6E,PH-198,GLID
471F5D,HA-LWV,A320
406468,G-SDEC,BL8
4069E9,G-OWTN,E145
A88B64,N65LJ,LJ60
A92EA2,N691CC,CL60
8000CC,VT-JCD,AT75
A639EF,N500,PAY2
A43B1F,N3719K,
4018C7,G-AYLC,DR10
4042E2,G-BZAH,C208
7284F3,YI-AGS,A321
5081CF,UR-GBD,B733
AE013E,63-7981,K35R
48481A,PH-KBY,C172
5082E6,UR-PSI,B738
402ECC,G-BRBP,C152
400B03,G-CPSS,C208
A6A6FD,N528DM,C510
48AE04,SP-LRE,B788
AB3B67,N8225Y,C77R
4B2949,HB-PQN,PA32
4052CA,G-CETP,RV9
401034,G-MARF,R44
A7EC7C,N61AY,BE20
A9B62C,N725AN,B77W
A7D635,N604BA,CL60
4013A5,G-BFEK,C152
A9D6FA,N733JB,FA20
405F53,G-ERED,BE9L
300500,I-NEMO,F900
4012E1,G-CESI,AP22
4406C3,OE-GWB,C25C
42456D,VQ-BBS,B737
780AE5,B-2039,B77W
A323A0,N301GA,C180
3E17DC,D-IAFS,BE55
885332,HS-TYR,A319
4690EC,SX-DGL,A320
A4343A,N370EL,CL30
A2EBCA,N288AY,A332
401241,G-IVII,RV7
4022B6,G-POWL,C182
4D20A0,9H-CYL,C303
A69C90,N525LW,C525
424968,VQ-BFP,E135
43E990,M-AVOS,GLF4
43C61B,ZZ503,B350
4068DB,G-KSSA,EXPL
403F28,G-FUNK,YK50
471F5C,HA-LWU,A320
3C6758,D-AIZX,A320
4240AB,VP-BDQ,MD11
4069F0,G-FLCN,F900
4D0231,LX-TQJ,FA7X
06A0A9,A7-BCE,B788
C0648B,C-GMBY,CL60
43C6F8,ZZ335,A332
AE0270,63-8038,K35R
AE021C,84-0189,DC10
4060CC,G-SKEN,C182
500037,T7-PBL,PC12
43C6F6,ZZ333,A332
43E9A3,M-INTS,E135
4069AE,G-VPCM,F2TH
A4080C,N359UP,B763
47303E,HA-SHA,B735
ACB964,N919PE,GLF5
403920,G-KITT,
E024D3,LV-BSS,CL30
404107,G-XSDJ,EUPA
4241E0,VP-CCK,GLEX
748028,OD-MRO,A320
89630D,A6-ENK,B77W
471F5B,HA-LWT,A320
A0B1B6,N144BS,CL60
A607CB,N488RC,GALX
484B36,PH-JLW,BALL
400DF3,G-JETA,C550
E48E55,PR-TYD,A320
8007DA,VT-JER,B77W
4C01D5,YU-AOV,B733
43C6C5,ZZ413,LYNX
43E991,M-UGIC,GLF5
4067F8,G-TUID,B788
A1F3B6,N225BJ,H25B
344481,EC-LXQ,A320
401E20,G-BHDM,C152
896384,A6-IFA,CL60
40198E,G-AZTW,C177
406792,G-RVAH,RV7
3D975D,D-GDON,DA42
43C1C8,ZA462,TOR
400CCC,G-BJNZ,PA27
E48C79,PP-RFA,FA7X
883AC1,2112,E135
448CAF,OO-CEO,R44
43E9BE,M-NELS,GLF4
A654D4,N507KB,SR22
4033BD,G-BTGO,P28A
A1E089,N22VF,P210
4406E3,OE-IBS,B733
7102DD,483,C130
40674B,G-LMAO,C172
30038C,I-OMRA,C25A
40690F,G-EZWN,A320
47A776,LN-NGL,B738
A9EA2D,N738QM,C172
4065F2,G-IIRI,
3989C1,F-HCOB,B735
8007E2,VT-SZH,B738
706049,9K-GBA,A345
4B0824,HB-DCE,WA40
405AFB,G-LCMW,
ABA63F,N85NV,GLF5
403C3B,G-BWTH,R22
A333E5,N305WM,CL30
484E86,PH-XXV,B25
4B0F1F,HB-FSX,PC12
405272,G-LREE,G109
AB38AD,N822E,M20P
A7F34B,N611JP,P28A
40336E,G-WMTM,AA5
AE068C,62-3513,K35R
AE07A5,59-1471,K35R
3D181C,D-EHJO,TOBA
39CA65,F-HSTF,FA7X
402960,G-BNPO,P28A
406A36,G-ZNSF,GLF5
40525B,G-CEVC,RV4
3D1B2C,D-EINS,PA46
3C7318,D-ALXX,A319
403C94,G-IFFR,PA32
3C065B,D-ARKO,GLEX
4CAAD9,EI-FAU,AT76
48452D,PH-UKK,TBM8
AE0627,62-3512,K35R
4241DB,VP-CIO,LJ60
43E926,M-DMMH,C680
4CAAD8,EI-FAT,AT76
4068CA,G-ESET,EC30
3D0DC7,D-EDLV,C172
A41DBA,N3641Y,AEST
4C4AAB,YU-SVL,C56X
8962B4,A6-PHS,H25B
7809FE,B-8263,GLF4
406A1E,G-MRLX,GLF5
780691,B-8122,GLF5
406621,G-FURZ,ULAC
C0175A,C-FIVX,B77W
459490,OY-EDP,C650
A79D9D,N590CD,SR22
4013E0,G-AFYO,S10
43C546,ZG916,LYNX
43C712,ZJ279,AS50
3FF088,D-MEIK,CH60
43C714,ZJ277,AS50
49523A,CS-TQZ,A343
406A27,G-ISLH,AT43
406462,G-HFRH,DHC1
4241D5,VP-CQR,E190
5082EF,UR-PSK,B739
39B046,F-HMCG,F2TH
A67BD0,N517DW,GLF5
401989,G-AZTA,B209
4039BE,G-BWAB,D140
AE0420,58-0072,K35R
43C544,ZG914,LYNX
401082,G-VVBL,R44
3C2909,D-BSKY,F2TH
A40E1C,N360UP,B763
064152,5N-BQT,J328
E80274,CC-BFQ,A320
AE02DB,89-1183,C130
4B0699,HB-CMZ,C182
4B1BFF,HB-KPR,SR22
43E9A4,M-CESA,C56X
401CC7,G-BFAK,RALL
4069D6,G-RRVV,RV8
4690EB,SX-DGK,A320
0D0773,XA-ZTK,GLF5
A6F637,N548FX,CL30
C0798F,C-GUAW,CL2T
AC1F4D,N880RA,M20T
45B875,OY-NCU,J328
4064B1,G-HSAR,A109
403F39,G-BXSE,C172
4CA6D8,EI-EAG,PIVI
406533,G-RVGO,RV10
406A24,G-LHTB,AS50
4CAAC4,EI-RUH,B738
4069E7,G-OSRA,B722
3C4B2B,D-ABYK,B748
4CAAE7,EI-FBM,B712
406890,G-ZBJC,B788
4046E7,G-ZUMI,RV8
43E9C1,M-AZIA,C25C
